customer_id,segment,recency,frequency,monetary,R_score,F_score,M_score,rfm_segment,age,gender,income,membership_days
036c34e6a32a463db11ebb398a8719b6,,5.0,7,19.03,2,3,2,Potential Loyalists,40.0,M,56000.0,325
036e4bedca2045afad50fda2d3b505ab,Casual Shoppers,11.0,1,24.85,1,1,2,Lost,71.0,M,78000.0,135
036f1e5cca91478685c8cef24cc8b076,,2.5,6,14.81,3,2,1,At Risk,62.0,M,43000.0,87
03716dbf46394867ba126ebe1ebc202e,Casual Shoppers,15.0,3,3.47,1,1,1,Lost,30.0,M,66000.0,129
0375600415e24e0a9fd83ec191d5955d,Frequent Visitors,1.5,13,41.37,4,5,2,Loyal Customers,50.0,M,65000.0,1667
037c3e0c1cd6477dbe15812a05619fc5,High Spenders,4.0,7,135.91,2,3,4,Potential Loyalists,60.0,F,77000.0,238
0383a12d3a2d4fbb86ec83bd0c25eead,,3.75,10,91.87,2,4,3,Potential Loyalists,66.0,M,36000.0,360
03887756866f4ea9b74b7e1b83ffac44,Frequent Visitors,0.75,17,251.76999999999998,5,5,5,Champions,61.0,F,61000.0,309
038d32f25cff4833ab44c5123e42583a,,0.5,11,38.46,5,4,2,Loyal Customers,55.0,M,58000.0,1135
0390715ee2a4443eac8582a5941d61a9,,6.0,3,51.82,2,1,3,At Risk,57.0,M,60000.0,302
03922ce960124f4a8c4acd2a332ef296,Casual Shoppers,6.5,4,18.84,1,1,1,Lost,61.0,M,62000.0,167
039e0c539c2f4fc582423412a8bceb40,,1.0,7,11.27,5,3,1,Potential Loyalists,82.0,M,32000.0,6
03a6837af25144b18936719d7afd5a58,,1.75,6,26.14,4,2,2,Potential Loyalists,36.0,F,62000.0,106
03adb16f61e44e6594d6d8e38d0a3e64,High Spenders,3.75,5,117.64,2,2,4,Potential Loyalists,58.0,M,79000.0,458
03af4a51012e4a00809df85c9279e4e4,High Spenders,0.75,6,155.35,5,2,4,Loyal Customers,69.0,F,94000.0,827
03b0358ba8d945b3ac283f25969a0cca,Casual Shoppers,10.0,2,2.12,1,1,1,Lost,52.0,F,51000.0,220
03b326a99f5345df8b4d21ed26bdb0da,High Spenders,4.25,7,161.33,2,3,4,Potential Loyalists,80.0,F,85000.0,850
03b810ec338c4a85b063449f40c7b9cc,High Spenders,2.0,4,13.879999999999999,4,1,1,At Risk,81.0,M,63000.0,168
03bbce97de8240359c2706a4c9f537f2,Frequent Visitors,0.25,12,39.230000000000004,5,4,2,Loyal Customers,56.0,M,52000.0,651
03c0b69b3db24c70bba1622bc8dd8459,Frequent Visitors,3.25,20,147.05,3,5,4,Loyal Customers,46.0,M,31000.0,844
03c23b2ec84f4c5296e99c939288bcd4,High Spenders,1.0,4,87.1,5,1,3,Potential Loyalists,55.0,F,89000.0,468
03cc530b458e4fb180c222777916e9b5,Frequent Visitors,0.25,22,48.24,5,5,3,Champions,89.0,M,36000.0,1088
03cd7c3f955a4c47bd3caf4e9a2db37c,High Spenders,1.0,9,173.65,5,3,5,Champions,81.0,M,79000.0,199
03deb7cf0ebd4c7889a8a9e44df1c50a,Frequent Visitors,3.5,12,48.83,3,4,3,Loyal Customers,53.0,M,64000.0,765
03e507f56bd34d3dacdecb5eb87111f7,Frequent Visitors,0.5,14,287.44,5,5,5,Champions,49.0,M,77000.0,1619
03e67807671e4cb4bb34f2ebabc97d28,Frequent Visitors,1.0,13,209.06,5,5,5,Champions,32.0,F,69000.0,142
03e866224ec641c58bc93a69be00de9c,Casual Shoppers,11.5,7,26.19,1,3,2,At Risk,80.0,F,47000.0,171
03ef53e2d3e1436eb3b2042a4825adec,High Spenders,2.0,8,194.09,4,3,5,Loyal Customers,50.0,M,90000.0,928
03f1ad04292f47b2b1299cc92f8f2a5d,High Spenders,3.25,14,303.22,3,5,5,Champions,65.0,M,71000.0,256
03f75ac6db7a457dbd6086e6b86a4fd1,,5.0,4,20.52,2,1,2,At Risk,22.0,M,64000.0,46
03fbbeecf81b468684b50dbe63ac4587,,2.5,7,12.74,3,3,1,Potential Loyalists,33.0,M,47000.0,176
